Education,Weight,Reliability,Questionnaires or polls,Elections,Compassion to animals,Changing the past,Appearence and gestures,Self-criticism,Waiting,Thinking ahead,Parents' advice,Daily events,God,Lifestruggles,Gettingup,Judgment calls,Foreign languages,Chemistry,Pets,Internetusage,Fun with friends,PC,"Countryside, outdoors",Gardening,Health,Alcohol,Smoking,Latino,Opera,Classical music,Dance,"Hiphop, Rap",Sci-fi,Thriller,Animated,Fantasy/Fairy tales,Ageing,Spendingongadgets,Age
secondary school,63,4,3,3,2,1,4,4,3,3,3,5,3,3,2,4,5,2,1,sometime of the day,5,2,5,1,4,social drinker,smoker,3,2,4,2,4,4,2,2,2,2,2,19
college/bachelor degree,55,4,3,4,5,2,5,2,2,4,3,4,5,3,4,4,5,2,5,most of the day,4,3,5,4,3,social drinker,never smoked,5,4,5,3,1,4,1,4,5,4,2,24
secondary school,56,4,3,5,2,3,2,4,4,5,5,2,5,5,5,2,4,2,1,sometime of the day,4,3,4,2,2,social drinker,never smoked,4,5,5,3,1,4,3,5,5,2,1,19
masters degree,67,5,1,5,5,4,3,2,3,5,5,3,5,2,5,5,1,2,3,sometime of the day,2,1,4,3,5,never,never smoked,1,3,4,1,1,2,1,1,3,4,1,
college/bachelor degree,60,,4,5,5,3,5,4,4,4,3,3,4,3,4,5,3,2,4,sometime of the day,4,2,4,,4,social drinker,smoker,5,4,5,5,2,4,3,5,5,4,2,20
college/bachelor degree,61,4,4,1,5,4,3,5,2,4,3,2,3,3,5,3,5,2,5,most of the day,5,2,5,2,3,drink a lot,smoker,4,2,3,3,1,3,4,5,4,5,3,21
college/bachelor degree,85,4,1,3,5,2,2,3,1,5,3,3,5,3,5,3,5,2,4,sometime of the day,5,5,3,1,2,drink a lot,smoker,1,2,1,4,5,1,5,2,1,1,5,23
college/bachelor degree,60,5,1,5,4,4,3,1,3,2,3,5,5,3,2,2,5,2,4,sometime of the day,5,5,4,1,3,drink a lot,smoker,3,4,4,3,1,5,4,5,5,1,4,23
secondary school,84,4,3,4,2,4,3,3,2,4,4,3,5,2,4,4,4,1,4,sometime of the day,5,4,4,3,3,social drinker,smoker,3,1,2,5,5,4,5,3,3,3,4,17
secondary school,65,4,1,5,3,3,3,5,3,3,5,2,5,4,5,3,5,5,1,sometime of the day,5,1,5,1,3,social drinker,never smoked,4,5,5,3,1,2,1,4,5,1,1,18
masters degree,90,2,3,2,4,2,1,2,2,2,1,5,5,1,5,5,5,1,1,sometime of the day,5,4,5,1,1,drink a lot,smoker,5,2,5,1,3,3,3,5,5,1,4,26
college/bachelor degree,65,5,2,5,2,2,4,5,2,4,4,3,3,3,3,4,3,2,2,sometime of the day,5,5,2,1,5,drink a lot,smoker,2,1,2,2,3,2,1,4,4,1,5,22
secondary school,60,4,3,5,5,4,4,3,4,3,2,1,5,4,2,3,4,5,3,sometime of the day,5,4,5,2,3,social drinker,smoker,,3,5,2,1,1,5,4,3,1,3,22
college/bachelor degree,75,4,3,5,5,4,3,4,3,5,3,2,5,2,3,4,3,2,4,most of the day,4,5,3,1,3,social drinker,smoker,,2,2,3,1,3,2,5,4,1,4,25
secondary school,73,5,2,1,4,3,3,3,1,4,4,2,1,5,5,5,4,2,4,sometime of the day,5,3,4,1,5,drink a lot,never smoked,4,2,3,3,1,3,5,4,3,5,4,21
secondary school,75,5,4,5,1,5,5,4,2,4,4,2,5,3,1,4,3,2,1,sometime of the day,4,4,5,5,3,social drinker,smoker,3,5,5,4,5,3,4,5,5,1,5,18
currently a primary school pupil,51,3,5,1,5,3,3,3,3,3,3,3,5,3,5,3,2,3,5,sometime of the day,5,5,4,5,3,never,never smoked,3,3,5,3,3,5,3,5,5,3,4,15
secondary school,64,3,3,1,3,5,4,5,4,3,3,3,4,3,1,5,5,2,4,sometime of the day,4,3,5,1,1,social drinker,smoker,1,1,1,2,1,5,1,3,3,1,2,17
college/bachelor degree,86,4,3,5,3,2,4,3,3,3,3,5,5,2,3,4,2,2,1,sometime of the day,5,3,2,4,3,social drinker,never smoked,5,4,5,5,5,4,4,5,5,1,3,22
secondary school,49,5,2,5,2,4,4,5,5,3,4,4,5,4,4,4,4,1,1,sometime of the day,5,2,5,1,3,social drinker,smoker,4,5,5,2,1,5,2,2,4,3,1,21
college/bachelor degree,51,5,2,1,3,4,4,4,2,4,4,3,5,4,2,4,5,4,1,sometime of the day,5,2,1,2,4,social drinker,smoker,5,2,3,5,4,1,2,3,3,4,2,21
secondary school,49,2,1,5,2,4,3,5,4,2,3,2,5,4,5,4,5,1,5,sometime of the day,5,1,5,2,4,social drinker,smoker,3,2,4,3,1,2,2,5,5,3,1,19
college/bachelor degree,98,4,1,1,1,1,2,3,5,4,1,3,4,1,4,4,5,2,2,sometime of the day,5,4,3,2,1,drink a lot,smoker,4,3,2,2,4,5,4,2,2,1,4,26
masters degree,80,5,3,4,5,1,4,3,3,3,3,3,3,5,1,4,5,,5,sometime of the day,5,4,4,1,4,social drinker,smoker,3,1,3,2,1,3,5,1,2,4,4,26
secondary school,84,4,3,4,5,3,5,4,2,3,4,3,5,4,3,4,4,3,5,sometime of the day,5,5,5,2,5,drink a lot,smoker,3,2,,3,2,5,5,4,4,3,4,25
college/bachelor degree,52,2,1,1,4,1,5,5,2,1,3,2,5,2,5,5,5,5,4,sometime of the day,5,1,1,1,3,drink a lot,smoker,5,3,5,5,5,1,3,3,2,2,2,19
college/bachelor degree,100,2,3,3,5,3,3,3,2,3,3,1,1,3,2,3,4,3,4,sometime of the day,3,5,4,3,4,social drinker,never smoked,1,1,2,4,3,5,5,5,5,1,3,20
secondary school,91,4,4,2,5,3,3,3,3,3,4,3,4,4,3,3,3,5,5,sometime of the day,5,3,5,5,4,social drinker,smoker,4,5,5,5,3,5,3,5,5,3,2,18
college/bachelor degree,49,4,3,5,4,5,3,5,4,5,3,5,1,3,2,4,5,1,1,sometime of the day,5,3,5,1,3,social drinker,smoker,2,2,2,5,2,4,4,4,2,3,3,25
secondary school,86,3,1,4,3,1,1,1,2,1,2,3,2,1,5,5,3,1,2,sometime of the day,5,5,1,1,3,drink a lot,smoker,1,1,1,3,5,3,3,1,1,1,5,23
college/bachelor degree,84,5,2,5,5,1,5,1,3,4,4,5,4,2,4,5,5,2,5,sometime of the day,5,4,4,1,5,social drinker,smoker,1,1,1,4,4,2,5,2,2,1,5,24
college/bachelor degree,78,4,4,5,5,5,3,5,2,3,4,5,3,3,2,3,4,1,5,sometime of the day,5,3,5,3,4,never,,1,3,3,3,1,4,3,5,2,1,3,20
college/bachelor degree,50,4,3,4,4,4,4,5,2,4,4,1,1,5,5,4,5,5,2,sometime of the day,5,1,2,4,4,social drinker,never smoked,4,3,3,3,2,2,2,4,4,4,1,19
secondary school,76,3,2,1,5,4,3,4,2,3,3,1,2,1,3,5,5,3,3,sometime of the day,4,5,3,1,2,social drinker,never smoked,2,1,4,2,2,5,3,4,4,1,2,18
secondary school,60,5,2,2,5,5,4,4,3,4,5,4,5,4,1,4,5,5,4,most of the day,3,4,3,5,5,drink a lot,smoker,4,4,4,5,4,4,3,4,3,3,5,25
masters degree,78,5,1,3,2,4,1,3,1,3,3,4,4,3,3,3,4,4,3,sometime of the day,3,1,4,4,2,never,smoker,3,3,3,2,2,4,4,4,4,2,3,22
masters degree,92,5,2,4,4,3,3,3,3,4,2,3,1,3,2,3,3,2,4,sometime of the day,4,4,2,1,3,social drinker,smoker,3,1,3,3,5,1,5,3,3,2,5,26
secondary school,63,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,sometime of the day,4,4,4,4,3,never,never smoked,3,3,3,3,3,5,5,5,5,2,4,19
college/bachelor degree,54,2,1,2,3,4,4,1,3,4,2,2,5,2,4,2,3,2,2,sometime of the day,2,3,5,3,3,social drinker,smoker,1,1,1,1,1,2,3,5,1,2,2,16
secondary school,64,4,2,3,2,3,4,4,4,2,3,3,4,4,5,3,3,2,1,sometime of the day,5,4,2,1,3,drink a lot,smoker,2,4,4,2,2,5,4,3,3,2,3,18
secondary school,53,3,3,2,2,4,3,2,3,2,3,3,5,2,3,2,4,1,4,sometime of the day,5,3,4,3,3,social drinker,smoker,4,2,4,3,4,4,3,3,4,4,2,20
college/bachelor degree,70,4,2,3,5,4,3,4,2,3,3,3,4,1,5,5,3,3,4,sometime of the day,5,3,4,1,4,drink a lot,smoker,4,2,2,4,4,5,5,5,5,3,4,17
secondary school,62,4,2,3,3,2,3,3,2,3,4,4,3,3,2,4,5,2,1,most of the day,5,1,5,1,3,social drinker,smoker,3,4,4,2,2,3,1,2,4,2,3,20
college/bachelor degree,51,2,5,1,5,2,3,5,2,5,5,3,3,3,3,5,5,1,5,sometime of the day,5,5,5,4,2,social drinker,smoker,4,4,4,2,4,3,3,5,4,3,5,19
masters degree,62,5,1,5,5,3,3,5,1,5,5,5,5,4,5,5,5,1,3,sometime of the day,5,5,5,3,5,social drinker,smoker,5,3,3,,3,3,3,5,5,1,4,25
secondary school,65,5,3,1,5,5,3,1,4,3,3,3,2,1,3,1,3,1,1,sometime of the day,5,3,4,1,3,social drinker,smoker,3,2,3,3,5,4,3,4,,2,3,19
secondary school,55,4,4,1,3,5,5,,3,3,3,3,3,3,3,4,3,1,5,sometime of the day,5,1,4,1,4,social drinker,smoker,1,1,1,2,3,1,3,3,4,3,3,18
secondary school,48,4,5,1,5,3,5,1,1,5,3,5,5,5,4,5,4,2,5,sometime of the day,5,3,5,5,4,social drinker,never smoked,2,3,4,3,4,1,1,5,5,1,3,17
secondary school,64,5,4,4,5,3,3,3,3,5,3,4,4,1,5,4,5,5,5,sometime of the day,3,3,2,1,4,social drinker,smoker,4,2,2,3,3,3,4,4,3,2,3,18
secondary school,63,4,2,5,5,2,4,4,4,1,3,4,1,5,4,5,3,3,5,sometime of the day,5,2,4,5,1,social drinker,never smoked,3,3,3,4,1,2,2,5,5,3,1,20
secondary school,55,4,3,1,5,3,4,5,5,3,4,3,2,3,1,5,5,4,5,most of the day,5,4,3,4,3,social drinker,never smoked,4,3,4,2,2,5,4,4,3,3,4,17
secondary school,70,3,3,2,5,3,3,2,3,2,3,3,5,4,5,4,2,2,5,sometime of the day,5,5,4,1,4,drink a lot,smoker,3,3,4,2,2,5,5,5,5,3,5,21
secondary school,80,4,3,5,4,1,3,3,4,4,4,5,5,4,3,5,4,5,1,sometime of the day,2,2,5,1,2,social drinker,never smoked,3,3,4,4,3,3,4,5,4,1,3,19
college/bachelor degree,80,3,1,5,4,3,5,3,3,3,2,5,3,2,4,4,5,1,4,sometime of the day,4,3,3,1,3,social drinker,smoker,3,3,3,3,4,4,4,3,2,1,3,19
secondary school,83,5,2,5,2,3,4,2,3,5,4,4,5,1,5,2,3,5,1,sometime of the day,5,1,5,1,4,social drinker,smoker,4,2,4,3,2,5,4,4,3,5,5,19
primary school,70,3,2,5,3,3,5,3,3,1,4,4,2,2,5,4,3,1,2,sometime of the day,5,1,4,1,3,drink a lot,smoker,3,1,2,2,5,3,3,5,5,2,5,16
primary school,50,3,3,5,5,3,3,5,2,2,3,5,4,5,5,5,4,2,1,sometime of the day,5,2,3,1,5,social drinker,smoker,3,2,3,2,4,2,3,4,4,5,2,18
college/bachelor degree,80,3,1,5,4,5,5,5,1,3,4,5,4,1,5,5,4,2,5,most of the day,5,5,2,3,3,drink a lot,smoker,3,4,5,4,4,5,4,4,5,5,4,19
secondary school,,3,2,1,2,1,3,2,3,3,2,1,,2,5,1,4,5,1,sometime of the day,4,2,3,2,4,never,smoker,1,1,4,3,2,5,5,5,2,4,2,20
secondary school,52,3,5,5,5,1,5,4,4,3,3,3,5,3,4,5,3,1,1,sometime of the day,3,4,2,1,3,social drinker,smoker,3,2,3,3,4,3,2,4,4,1,1,19
masters degree,93,3,3,2,5,4,4,3,2,4,4,3,5,2,4,2,2,1,3,sometime of the day,5,3,3,1,4,social drinker,smoker,3,1,3,3,4,2,4,1,2,4,4,21
doctorate degree,120,2,1,3,4,4,4,3,2,4,5,3,3,4,1,5,4,1,2,sometime of the day,5,4,4,3,4,never,smoker,4,2,3,3,5,4,5,3,3,1,4,24
secondary school,95,5,1,3,3,5,2,3,3,3,3,3,5,1,5,5,1,1,5,sometime of the day,5,2,4,1,3,social drinker,smoker,1,1,1,3,5,4,5,2,2,1,5,23
secondary school,69,5,4,3,2,4,4,4,3,3,4,3,3,3,5,3,4,4,5,most of the day,5,4,5,1,4,drink a lot,smoker,5,5,1,5,1,2,4,4,2,3,5,30
doctorate degree,113,4,4,3,3,4,3,4,4,5,4,4,2,4,4,4,4,1,4,sometime of the day,2,4,5,5,4,social drinker,smoker,4,3,4,3,4,3,4,3,2,4,4,27
secondary school,65,5,3,3,5,5,5,4,3,3,3,2,1,1,4,4,3,1,1,sometime of the day,5,5,5,1,3,social drinker,smoker,1,1,3,5,5,5,4,3,5,2,4,19
secondary school,55,4,1,1,1,3,3,4,1,4,3,5,5,1,2,5,5,1,1,sometime of the day,5,2,2,1,3,social drinker,smoker,2,2,4,3,3,1,5,3,3,2,3,18
secondary school,89,4,3,2,5,2,3,4,4,3,3,3,2,4,2,4,4,2,5,sometime of the day,4,5,4,4,3,social drinker,never smoked,2,4,4,1,1,4,1,4,3,2,4,18
secondary school,70,5,2,1,4,3,4,2,2,4,3,2,4,2,2,4,3,5,1,sometime of the day,5,4,5,1,4,never,never smoked,1,1,2,4,4,2,4,5,3,4,2,17
secondary school,72,4,1,1,1,3,3,1,2,2,1,1,1,1,4,4,2,1,2,sometime of the day,5,2,5,1,1,drink a lot,smoker,1,1,1,5,1,2,4,3,2,4,2,30
secondary school,60,5,5,5,5,2,5,2,4,3,3,4,5,3,3,3,5,1,4,sometime of the day,5,2,4,2,2,drink a lot,smoker,2,2,2,5,5,4,3,5,4,4,3,19
secondary school,79,5,1,3,5,5,4,3,2,4,4,3,5,3,5,2,3,1,3,most of the day,5,3,4,3,5,social drinker,smoker,1,2,2,2,1,1,4,2,3,3,3,27
secondary school,62,3,3,5,4,4,1,4,2,5,4,5,4,2,5,4,5,1,5,most of the day,5,2,4,4,4,social drinker,smoker,2,2,4,4,4,2,4,5,5,3,1,21
primary school,53,5,4,1,5,4,5,4,1,3,4,4,3,5,4,3,5,4,4,sometime of the day,5,3,4,1,5,social drinker,smoker,3,3,3,4,3,2,2,5,4,5,2,17
secondary school,79,3,1,3,3,,3,2,1,3,3,3,5,3,3,3,,1,5,sometime of the day,5,5,,5,4,social drinker,smoker,1,1,1,1,1,3,4,3,2,2,3,20
secondary school,95,4,3,5,5,3,4,3,3,2,2,5,4,3,3,3,4,1,5,sometime of the day,5,2,5,2,4,never,smoker,1,4,5,1,1,4,2,4,4,3,4,20
college/bachelor degree,73,4,3,2,3,4,3,2,3,2,3,3,1,2,5,4,3,1,1,sometime of the day,5,3,4,1,4,drink a lot,smoker,2,1,3,3,3,3,5,5,5,1,2,20
secondary school,76,4,1,4,4,4,3,4,3,4,2,2,3,3,5,4,5,1,1,most of the day,5,5,4,1,3,drink a lot,never smoked,1,1,2,4,4,3,1,2,2,1,2,18
college/bachelor degree,90,4,5,2,5,4,3,5,3,3,3,5,2,3,4,5,3,1,5,sometime of the day,5,3,5,2,2,social drinker,smoker,2,5,5,2,1,5,5,5,5,5,2,20
secondary school,66,4,3,4,5,5,4,5,3,5,4,5,2,4,4,4,4,2,5,sometime of the day,5,3,4,3,3,social drinker,smoker,2,4,4,2,3,4,4,3,3,4,2,20
secondary school,60,3,1,1,5,1,3,1,1,4,2,1,5,4,1,2,2,1,4,sometime of the day,5,3,5,5,4,never,never smoked,1,1,1,1,2,1,1,1,1,3,2,17
secondary school,78,3,1,1,5,1,3,1,1,4,2,3,5,2,1,2,2,1,5,sometime of the day,5,3,5,1,4,never,never smoked,1,1,1,2,2,2,1,2,1,3,3,19
secondary school,53,5,3,3,4,2,5,3,2,3,1,3,5,3,2,5,5,2,5,sometime of the day,5,3,5,2,4,social drinker,smoker,2,4,5,4,5,3,2,4,4,4,3,20
secondary school,82,4,1,5,5,1,4,5,3,5,3,4,5,1,1,5,5,5,5,sometime of the day,5,3,5,2,4,social drinker,smoker,4,2,3,2,5,3,5,3,4,1,3,20
secondary school,63,4,3,4,5,3,4,5,2,5,4,1,5,3,5,3,5,2,5,sometime of the day,5,4,5,5,3,drink a lot,smoker,4,2,4,3,4,4,1,5,4,5,1,21
primary school,70,1,2,3,3,5,2,4,2,5,5,2,1,5,5,3,1,1,2,most of the day,3,5,3,4,4,drink a lot,smoker,1,2,1,1,5,3,2,5,4,1,5,23
secondary school,80,4,3,1,5,4,4,5,1,5,3,3,3,1,4,4,5,1,4,sometime of the day,5,5,5,5,3,social drinker,never smoked,1,1,4,3,2,2,5,4,3,1,3,24
secondary school,48,3,3,1,4,3,4,3,3,4,3,2,5,2,2,3,4,5,5,sometime of the day,5,3,4,2,3,social drinker,never smoked,5,1,2,3,3,2,1,2,3,1,4,17
secondary school,55,4,2,1,2,1,3,2,4,2,4,2,3,2,4,5,5,1,1,sometime of the day,5,2,4,1,1,social drinker,smoker,3,4,4,2,4,3,2,2,3,1,1,18
secondary school,99,5,5,1,4,5,4,4,3,3,3,3,5,1,5,5,5,3,5,sometime of the day,5,5,5,1,5,never,never smoked,2,4,5,2,1,5,5,5,5,3,5,17
secondary school,60,3,3,3,5,1,3,3,3,1,1,4,2,1,5,4,4,1,4,sometime of the day,5,2,1,2,3,drink a lot,smoker,4,2,2,3,5,3,2,4,3,1,1,19
secondary school,81,4,1,2,2,3,5,3,1,2,2,5,1,3,4,4,3,1,1,sometime of the day,5,3,2,1,5,never,smoker,3,1,3,3,5,2,4,2,3,4,1,21
college/bachelor degree,58,5,1,5,5,3,3,2,2,4,3,3,3,2,5,5,5,1,5,most of the day,5,3,2,1,3,social drinker,smoker,2,5,5,1,1,1,3,5,5,5,3,29
college/bachelor degree,55,4,2,4,5,4,3,4,2,3,3,3,2,4,5,4,3,1,5,sometime of the day,4,4,5,3,4,drink a lot,smoker,2,2,4,1,1,4,3,5,5,4,2,21
secondary school,55,5,4,2,4,1,5,4,4,2,3,1,2,5,4,4,5,1,1,sometime of the day,5,2,4,2,3,drink a lot,smoker,4,4,4,3,3,1,2,4,4,1,1,20
secondary school,55,4,2,5,5,2,3,4,2,3,4,2,3,3,4,5,4,1,2,sometime of the day,5,2,4,1,4,drink a lot,smoker,2,2,4,3,2,3,2,2,4,2,1,20
college/bachelor degree,80,3,2,4,,2,4,2,4,3,3,2,4,3,1,4,4,2,2,sometime of the day,4,3,3,1,3,social drinker,smoker,4,1,1,4,5,2,5,3,2,3,5,19
college/bachelor degree,50,5,3,5,5,3,4,1,4,5,5,4,3,3,4,5,5,1,2,sometime of the day,4,4,3,1,3,social drinker,smoker,2,3,5,1,3,5,4,4,4,1,4,20
secondary school,70,5,2,5,5,1,4,3,2,4,4,2,1,4,5,5,5,5,5,most of the day,5,5,5,2,4,drink a lot,smoker,5,3,3,4,5,5,2,2,2,4,3,21
,50,5,4,2,4,3,4,2,3,3,4,3,5,2,4,4,5,3,3,sometime of the day,5,3,4,2,3,social drinker,smoker,4,4,4,4,5,4,5,4,4,2,3,17
secondary school,57,5,3,5,5,1,4,3,3,1,3,3,5,3,5,5,5,3,2,sometime of the day,5,2,4,5,3,social drinker,smoker,4,5,5,3,1,2,1,5,5,1,1,20
secondary school,77,4,2,5,1,3,4,4,3,1,3,5,1,1,5,5,4,2,1,sometime of the day,5,3,4,1,3,social drinker,smoker,2,4,4,2,1,2,2,2,2,2,5,19
secondary school,76,4,1,5,4,3,4,4,3,2,4,4,3,2,4,4,5,2,3,sometime of the day,4,3,3,2,2,social drinker,smoker,2,3,4,4,2,4,4,3,3,3,2,21
secondary school,76,3,3,3,3,1,2,5,3,4,3,1,1,3,5,3,3,1,1,sometime of the day,5,5,5,1,3,social drinker,never smoked,3,1,2,3,1,4,3,3,3,4,5,19
secondary school,88,2,1,5,4,4,2,1,5,2,2,4,2,1,5,4,4,3,4,sometime of the day,4,4,4,1,4,social drinker,smoker,1,3,2,2,4,4,2,4,4,4,5,19
secondary school,65,5,5,5,2,1,4,5,1,5,4,4,2,4,2,3,5,5,3,sometime of the day,5,3,5,2,4,social drinker,smoker,5,3,5,4,2,1,3,5,5,2,3,20
college/bachelor degree,58,4,1,5,5,2,2,1,2,1,1,2,2,2,2,5,3,1,5,sometime of the day,5,2,4,1,2,social drinker,smoker,4,1,1,4,4,2,4,5,4,2,4,21
masters degree,68,4,3,4,3,3,3,4,2,2,3,3,3,4,5,4,4,1,5,sometime of the day,5,2,3,1,4,drink a lot,smoker,4,2,2,4,3,3,3,5,5,5,3,23
college/bachelor degree,53,3,3,5,5,2,3,3,3,4,4,3,2,4,1,4,2,2,3,most of the day,4,3,3,2,4,social drinker,smoker,4,2,1,2,4,1,5,3,4,4,2,24
secondary school,65,3,3,3,3,5,5,3,1,3,5,3,3,4,1,5,5,2,1,sometime of the day,5,4,1,1,,social drinker,smoker,2,1,2,4,5,2,3,5,3,3,5,19
college/bachelor degree,,5,3,5,5,2,4,4,3,5,1,2,4,2,2,3,3,1,4,sometime of the day,5,5,3,2,2,social drinker,smoker,2,1,3,4,1,5,5,3,3,1,1,24
secondary school,70,4,3,5,4,1,2,3,4,3,3,5,2,,1,3,5,1,5,sometime of the day,5,3,5,3,5,social drinker,smoker,3,2,3,4,5,2,3,4,4,4,5,20
masters degree,78,5,2,3,5,3,4,5,3,4,4,4,5,3,1,5,5,1,4,sometime of the day,4,5,5,5,5,never,smoker,3,5,5,2,2,1,3,2,3,1,4,30
secondary school,56,3,1,2,4,3,4,3,3,2,3,4,3,5,5,3,5,3,4,most of the day,5,3,4,1,3,drink a lot,smoker,3,1,1,3,4,4,2,5,5,5,2,20
secondary school,54,5,5,2,5,5,3,2,2,3,4,3,5,4,4,2,5,1,5,sometime of the day,5,4,3,2,4,social drinker,smoker,3,3,3,5,4,5,3,4,2,4,4,23
secondary school,51,4,3,3,4,2,5,4,2,2,1,1,4,5,5,5,,1,5,sometime of the day,5,2,4,2,3,drink a lot,smoker,2,4,5,3,1,3,2,5,5,2,3,19
college/bachelor degree,60,3,2,3,3,1,5,5,5,2,2,3,5,2,4,4,3,2,2,sometime of the day,5,3,2,2,3,drink a lot,smoker,1,1,3,2,1,4,2,2,1,1,5,19
college/bachelor degree,61,4,1,1,4,2,2,1,,2,2,3,1,2,4,3,2,1,4,most of the day,5,4,4,3,2,never,smoker,3,5,5,1,1,2,3,5,5,5,2,22
secondary school,68,4,4,1,5,3,1,4,4,5,4,2,3,5,3,5,5,4,5,sometime of the day,4,2,3,1,5,social drinker,smoker,1,1,3,4,4,3,4,5,5,3,3,17
college/bachelor degree,67,5,3,5,5,4,4,5,2,4,5,3,4,1,2,5,4,1,3,sometime of the day,5,3,5,1,4,social drinker,smoker,2,1,2,3,5,2,5,3,3,2,3,20
secondary school,75,5,4,1,5,2,4,3,3,5,4,5,4,2,4,5,4,2,5,sometime of the day,5,4,3,2,2,social drinker,smoker,3,1,2,2,5,5,5,3,3,2,4,19
masters degree,68,4,3,3,5,3,4,4,4,3,5,3,5,5,1,3,3,3,5,sometime of the day,5,3,5,4,5,social drinker,smoker,3,4,3,4,2,,3,3,5,3,2,30
college/bachelor degree,75,3,2,5,5,2,5,3,3,5,4,5,4,3,4,3,3,1,3,sometime of the day,5,4,3,1,3,drink a lot,smoker,2,1,1,4,5,3,3,2,2,4,3,27
college/bachelor degree,90,4,3,5,2,4,4,5,4,5,4,2,3,1,4,4,3,2,3,sometime of the day,5,5,5,3,4,social drinker,smoker,4,2,3,5,5,4,4,4,4,2,5,19
secondary school,51,4,3,1,4,2,5,4,3,4,3,5,1,4,2,5,5,4,5,sometime of the day,5,2,3,2,3,drink a lot,smoker,4,3,3,3,3,4,3,2,3,1,2,17
secondary school,80,3,5,5,5,3,3,4,2,4,4,4,2,2,2,4,4,1,5,most of the day,5,4,4,1,2,social drinker,smoker,2,2,3,4,2,4,4,5,5,5,5,20
secondary school,80,4,1,1,2,2,3,3,4,3,3,4,1,1,3,3,5,1,1,sometime of the day,5,3,,1,1,social drinker,smoker,1,1,5,3,1,5,4,5,5,1,2,20
secondary school,125,5,2,5,5,5,4,5,2,4,3,5,2,2,4,5,4,1,5,sometime of the day,5,3,4,1,1,drink a lot,smoker,3,2,3,4,5,2,4,4,4,5,4,20
secondary school,88,4,3,4,4,2,3,4,4,4,3,4,1,4,3,5,4,1,4,sometime of the day,5,4,3,1,2,social drinker,smoker,2,3,3,4,4,5,4,4,4,1,3,20
secondary school,55,4,,3,2,2,3,2,2,,2,4,2,2,5,2,5,2,5,sometime of the day,5,3,4,1,4,drink a lot,smoker,1,1,3,3,1,5,4,4,4,3,4,18
college/bachelor degree,80,5,4,5,5,1,4,4,4,4,4,5,5,1,5,5,5,,5,sometime of the day,5,5,4,1,1,social drinker,smoker,5,2,3,4,4,3,4,4,5,1,5,21
secondary school,82,4,5,5,5,3,3,3,2,5,3,3,3,2,2,4,4,1,5,sometime of the day,5,4,4,1,2,social drinker,smoker,1,2,4,3,2,4,3,4,5,1,4,21
secondary school,85,4,4,5,4,4,4,4,2,4,3,2,3,2,5,4,4,1,3,sometime of the day,5,4,2,1,2,drink a lot,smoker,2,3,3,3,4,5,5,5,5,3,2,20
secondary school,79,2,2,3,3,2,3,3,2,4,2,2,3,3,4,3,3,1,3,sometime of the day,4,4,3,2,3,social drinker,smoker,3,2,3,4,4,4,4,3,2,2,2,17
college/bachelor degree,90,3,1,5,4,3,3,4,1,3,2,4,3,1,4,3,4,4,3,most of the day,2,5,2,1,3,drink a lot,smoker,1,3,4,2,3,4,3,3,2,2,3,23
masters degree,56,5,4,5,4,2,3,4,4,5,4,3,3,3,3,5,3,2,5,sometime of the day,3,4,4,2,2,social drinker,never smoked,4,1,2,4,1,2,2,4,3,3,4,25
secondary school,85,3,3,3,3,2,4,2,3,3,4,2,4,3,4,4,4,2,4,sometime of the day,4,3,3,2,4,drink a lot,smoker,3,2,2,3,5,2,2,4,3,4,1,18
secondary school,54,3,4,5,5,5,4,5,4,2,2,4,3,5,5,5,5,2,5,sometime of the day,5,1,5,1,3,drink a lot,smoker,2,1,5,2,2,1,2,5,5,2,3,18
masters degree,63,4,3,5,4,2,4,2,2,3,3,4,3,2,2,3,4,2,2,sometime of the day,4,2,3,3,2,never,smoker,3,1,2,4,3,2,3,4,3,3,2,25
college/bachelor degree,73,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,4,5,5,most of the day,5,5,4,2,4,drink a lot,smoker,2,3,4,3,2,2,3,5,4,1,5,21
secondary school,73,3,3,4,2,2,3,5,4,5,3,2,1,2,5,2,2,5,2,sometime of the day,5,4,2,1,2,social drinker,smoker,1,1,3,2,2,4,4,3,2,2,2,20
secondary school,74,3,3,1,4,3,2,3,2,2,3,2,3,2,4,3,4,1,2,sometime of the day,5,4,5,1,3,drink a lot,smoker,2,3,3,4,3,5,3,3,3,3,3,21
secondary school,54,2,3,1,3,2,3,2,2,4,4,2,4,2,3,5,3,2,4,sometime of the day,5,2,2,1,2,drink a lot,smoker,5,1,1,5,3,2,4,3,2,3,2,18
secondary school,,2,3,2,5,4,3,2,3,2,3,1,1,4,3,3,1,1,5,sometime of the day,5,5,5,3,3,social drinker,smoker,1,1,1,3,4,3,3,4,4,2,3,20
secondary school,72,4,4,5,5,3,4,4,2,5,3,4,1,2,1,4,3,5,4,sometime of the day,5,5,2,1,4,social drinker,smoker,3,1,3,3,5,5,3,5,4,1,3,19
secondary school,89,5,3,5,4,3,3,5,3,4,5,5,5,2,4,5,5,1,2,sometime of the day,5,4,5,1,4,social drinker,never smoked,2,1,3,1,3,1,3,4,3,2,3,22
